tile_id,seed_index,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,current
88194ad351fffff,50,50,8,0,51.51416701,-0.0455876,531.415,"POLYGON ((-0.0443577788199999 51.51863870896778, -0.0510642226393848 51.51745030371856, -0.0522935645886553 51.512978356691825, -0.0468172425682391 51.50969508263754, -0.0401118664181755 51.51088352997026, -0.0388817447309673 51.51535520925872, -0.0443577788199999 51.51863870896778))",0,False,False,False
88194ad311fffff,51,51,8,0,51.49508819,-0.057209138,531.415,"POLYGON ((-0.0559805135987334 51.49956108851232, -0.0626851470131253 51.49837120861323, -0.0639132916928855 51.49389805759787, -0.0584375826223029 51.490615054227604, -0.0517340160984147 51.49180497612737, -0.0505050918662366 51.4962778593817, -0.0559805135987334 51.49956108851232))",0,False,False,False
88195da6b3fffff,52,52,8,0,51.54013648,-0.115043271,531.415,"POLYGON ((-0.113817598286339 51.544609069157524, -0.1205296544832724 51.543417370996444, -0.1217548465789755 51.53894453386253, -0.1162687650417892 51.5356636619506, -0.1095577770878223 51.536855401065246, -0.1083318025398466 51.54132797112306, -0.113817598286339 51.544609069157524))",0,False,False,False
88195da697fffff,53,53,8,0,51.54370955,-0.094909186,531.415,"POLYGON ((-0.0936820705389102 51.54818137820278, -0.1003938061324982 51.546991072724, -0.1016204406575158 51.54251899343557, -0.096136121670239 51.539237486815885, -0.0894254545697169 51.540427833525314, -0.0881980380752671 51.54489964560862, -0.0936820705389102 51.54818137820278))",0,False,False,False
88194ad319fffff,54,54,8,0,51.5007505,-0.049275988,531.415,"POLYGON ((-0.0480467051393039 51.505222912678555, -0.0547517100301574 51.50403374904696, -0.0559805135987334 51.49956108851232, -0.0505050918662366 51.4962778593817, -0.0438011541223464 51.49746706510393, -0.0425715710756642 51.50193945785111, -0.0480467051393039 51.505222912678555))",0,False,False,False
88194ad317fffff,55,55,8,0,51.48942467,-0.065141257,531.415,"POLYGON ((-0.0639132916928855 51.49389805759787, -0.0706175534137373 51.492707461462736, -0.071845039318414 51.48823382006167, -0.066369043240439 51.48495104251523, -0.0596658481535865 51.48614168056108, -0.0584375826223029 51.490615054227604, -0.0639132916928855 51.49389805759787))",0,False,False,False
88195da4d7fffff,56,56,8,0,51.52313778,-0.138849933,531.415,"POLYGON ((-0.1376262400432606 51.52761184087534, -0.14433717237912 51.52641799222921, -0.1455603850105172 51.52194368343691, -0.1400734480900305 51.51866349027133, -0.1333635832229108 51.51985737960141, -0.1321395879191482 51.524331421397896, -0.1376262400432606 51.52761184087534))",0,False,False,False
88195da493fffff,57,57,8,0,51.50195883,-0.138257776,531.415,"POLYGON ((-0.137034496032085 51.506433826850625, -0.1437429191577654 51.505239180154575, -0.1449657187319727 51.50076393449329, -0.1394808773672925 51.497483602633494, -0.1327735209226602 51.4986782901182, -0.1315499392731926 51.50315326865882, -0.137034496032085 51.506433826850625))",0,False,False,False
88194ad349fffff,58,58,8,0,51.5374308,-0.058332831,531.415,"POLYGON ((-0.0571033714861545 51.54190182046088, -0.0638130199095814 51.54071354087955, -0.0650419991153047 51.53624226351312, -0.0595621107512461 51.53295953322452, -0.0528535307952435 51.53414785459797, -0.0516237708477641 51.538618864452815, -0.0571033714861545 51.54190182046088))",0,False,False,False
88195da491fffff,59,59,8,0,51.50971419,-0.142519941,531.415,"POLYGON ((-0.1412967838748579 51.514188958085406, -0.1480062739463062 51.512994352080774, -0.1492289503268438 51.50851932960054, -0.1437429191577654 51.505239180154575, -0.137034496032085 51.506433826850625, -0.1358110372412646 51.51090858228601, -0.1412967838748579 51.514188958085406))",0,False,False,False
88195da6bbfffff,60,60,8,0,51.5458003,-0.107105649,531.415,"POLYGON ((-0.1058793157566078 51.55027239681782, -0.1125917461399325 51.5490814155487, -0.113817598286339 51.544609069157524, -0.1083318025398466 51.54132797112306, -0.1016204406575158 51.54251899343557, -0.1003938061324982 51.546991072724, -0.1058793157566078 51.55027239681782))",0,False,False,False
88194ad353fffff,61,61,8,0,51.50641161,-0.041341809,531.415,"POLYGON ((-0.0401118664181755 51.51088352997026, -0.0468172425682391 51.50969508263754, -0.0480467051393039 51.505222912678555, -0.0425715710756642 51.50193945785111, -0.0358672623289836 51.50312794736438, -0.0346370203542621 51.50759984950953, -0.0401118664181755 51.51088352997026))",0,False,False,False
88194ad145fffff,62,62,8,0,51.49420307,-0.133996924,531.415,"POLYGON ((-0.1327735209226602 51.4986782901182, -0.1394808773672925 51.497483602633494, -0.1407037999878035 51.493008133935426, -0.1352201480155889 51.489727619903285, -0.1285138579873327 51.49092234827387, -0.1272901536264001 51.4953975497755, -0.1327735209226602 51.4986782901182))",0,False,False,False
88194ad06dfffff,63,63,8,0,51.48375994,-0.073072346,531.415,"POLYGON ((-0.071845039318414 51.48823382006167, -0.0785489291287639 51.487042507722066, -0.0797757563721386 51.482568376030336, -0.0742994736173714 51.479285824371196, -0.0675966501844614 51.480477178531565, -0.066369043240439 51.48495104251523, -0.071845039318414 51.48823382006167))",0,False,False,False
88194ad15dfffff,64,64,8,0,51.48227262,-0.105365561,531.415,"POLYGON ((-0.1041404728531652 51.48674752688704, -0.110845377640786 51.4855541489355, -0.1120699855640625 51.48107899199183, -0.1065904694014123 51.47779748046167, -0.0998866307507632 51.478990899770224, -0.0986612422372624 51.48346578923682, -0.1041404728531652 51.48674752688704))",0,False,False,False
