local_tile,local_tiles,density,local_density
89195da4b13ffff,"{'89195da4b1bffff', '89195da4b17ffff', '89195da4b57ffff', '89195da4b9bffff', '89195da4b87ffff', '89195da4b8bffff', '89195da4b07ffff', '89195da4bd7ffff', '89195da4b83ffff', '89195da4b0fffff', '89195da4b13ffff', '89195da4b0bffff', '89195da4bcfffff', '89195da4b8fffff', '89195da4bbbffff', '89195da4babffff', '89195da4b03ffff', '89195da4bc3ffff', '89195da4bc7ffff'}",1.0,96.0
89195da4b1bffff,"{'89195da4b1bffff', '89195da4b17ffff', '89195da4b57ffff', '89195da4b8bffff', '89195da4b47ffff', '89195da4b53ffff', '89195da4b07ffff', '89195da4bd7ffff', '89195da4b43ffff', '89195da4b0fffff', '89195da4b13ffff', '89195da4b73ffff', '89195da4b0bffff', '89195da4bcfffff', '89195da4b8fffff', '89195da4bcbffff', '89195da4b03ffff', '89195da4bc3ffff', '89195da4bc7ffff'}",1.0,112.0
89195da4b23ffff,"{'89194ada593ffff', '89195da4b23ffff', '89195da4b77ffff', '89195da4b37ffff', '89195da4b3bffff', '89194ad165bffff', '89195da4b07ffff', '89195da4bafffff', '89194ad16dbffff', '89195da4b33ffff', '89195da4b2bffff', '89195da4b0fffff', '89194ad1653ffff', '89195da4b67ffff', '89195da4b2fffff', '89195da4babffff', '89194ada597ffff', '89195da4b27ffff', '89194ad16cbffff'}",1.0,121.0
89195da4b27ffff,"{'89194ada593ffff', '89195da4b23ffff', '89194ad16cfffff', '89195da4b37ffff', '89195da4b3bffff', '89194ad165bffff', '89194ad1657ffff', '89195da4bafffff', '89194ad16dbffff', '89195da4b33ffff', '89195da4b2bffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ad16c3ffff', '89194ad16cbffff'}",10.0,154.0
89195da4b2bffff,"{'89194ada593ffff', '89194ada583ffff', '89195da4b23ffff', '89194ada59bffff', '89195da4b37ffff', '89195da4b63ffff', '89195da4b3bffff', '89194ad165bffff', '89195da4b07ffff', '89195da4b33ffff', '89195da4b2bffff', '89195da4b0fffff', '89195da4b73ffff', '89195da4b67ffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89195da4b6fffff', '89195da4b77ffff'}",4.0,73.0
89195da4b2fffff,"{'89194ada593ffff', '89194ada583ffff', '89195da4b23ffff', '89194ada59bffff', '89195da4b77ffff', '89195da4b37ffff', '89195da4b3bffff', '89194ad165bffff', '89195da4b33ffff', '89195da4b2bffff', '89194ad1643ffff', '89194ad1653ffff', '89194ad164bffff', '89194ada587ffff', '89195da4b67ffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b27ffff', '89194ad16cbffff'}",1.0,145.0
89195da4b37ffff,"{'89195da4b23ffff', '89194ad16cfffff', '89195da4ba3ffff', '89195da4b37ffff', '89195da4b3bffff', '89194ad165bffff', '89195da4b07ffff', '89194ad16d3ffff', '89195da4bafffff', '89194ad16dbffff', '89195da4b33ffff', '89195da4b2bffff', '89195da4ba7ffff', '89194ad1653ffff', '89195da4b2fffff', '89195da4babffff', '89195da4b27ffff', '89194ad16c3ffff', '89194ad16cbffff'}",2.0,113.0
89195da4b43ffff,"{'89195da4b1bffff', '89194ada4b3ffff', '89195da4b57ffff', '89195da4b47ffff', '89195da4b53ffff', '89195da4a27ffff', '89194ada4b7ffff', '89195da4b4fffff', '89195da4b43ffff', '89195da4a2fffff', '89194ada497ffff', '89195da4b5bffff', '89195da4b73ffff', '89195da4b7bffff', '89195da4b0bffff', '89194ada487ffff', '89195da4bcfffff', '89195da4bcbffff', '89195da4b4bffff'}",18.0,119.0
89195da4b4bffff,"{'89194ada4b3ffff', '89195da4b57ffff', '89195da4b47ffff', '89195da4b53ffff', '89194ada483ffff', '89195da4a27ffff', '89194ada4b7ffff', '89194ada493ffff', '89195da4b4fffff', '89195da4b43ffff', '89195da4a2fffff', '89194ada497ffff', '89195da4b5bffff', '89195da4b7bffff', '89194ada487ffff', '89194ada4bbffff', '89194ada4a3ffff', '89194ada48fffff', '89195da4b4bffff'}",3.0,135.0
89195da4b4fffff,"{'89194ada4b3ffff', '89195da4b57ffff', '89195da4b63ffff', '89195da4b47ffff', '89195da4b53ffff', '89194ada4b7ffff', '89195da4b4fffff', '89195da4b43ffff', '89194ada497ffff', '89195da4b5bffff', '89195da4b73ffff', '89195da4b7bffff', '89195da4b0bffff', '89194ada487ffff', '89195da4b6bffff', '89194ada4bbffff', '89194ada4a3ffff', '89194ada4a7ffff', '89195da4b4bffff'}",1.0,126.0
89195da4b53ffff,"{'89195da4b1bffff', '89195da4bdbffff', '89195da4b57ffff', '89195da4b47ffff', '89195da4b53ffff', '89195da4a27ffff', '89195da4b4fffff', '89195da4b43ffff', '89195da4a2fffff', '89194ada497ffff', '89195da4b5bffff', '89195da4b0bffff', '89195da4a37ffff', '89195da4bcfffff', '89195da4a23ffff', '89195da4bcbffff', '89195da4bc3ffff', '89195da4bc7ffff', '89195da4b4bffff'}",22.0,134.0
89195da4b57ffff,"{'89195da4b1bffff', '89195da4b57ffff', '89195da4b47ffff', '89195da4b53ffff', '89195da4a27ffff', '89195da4b4fffff', '89195da4b43ffff', '89195da4b0fffff', '89195da4b5bffff', '89195da4b73ffff', '89195da4b7bffff', '89195da4b13ffff', '89195da4b0bffff', '89195da4bcfffff', '89195da4bcbffff', '89195da4b03ffff', '89195da4bc3ffff', '89195da4bc7ffff', '89195da4b4bffff'}",1.0,102.0
89195da4b5bffff,"{'89194ada4b3ffff', '89195da4b57ffff', '89195da4b47ffff', '89195da4b53ffff', '89194ada483ffff', '89195da4a27ffff', '89194ada493ffff', '89195da4b4fffff', '89195da4b43ffff', '89195da4a2fffff', '89194ada497ffff', '89195da4b5bffff', '89195da4a2bffff', '89194ada487ffff', '89195da4a37ffff', '89195da4bcfffff', '89195da4a23ffff', '89195da4bcbffff', '89195da4b4bffff'}",3.0,131.0
89195da4b67ffff,"{'89194ada593ffff', '89194ada583ffff', '89195da4b23ffff', '89194ada59bffff', '89195da4b63ffff', '89195da4b3bffff', '89195da4b2bffff', '89194ada58bffff', '89195da4b0fffff', '89194ada5d7ffff', '89195da4b73ffff', '89195da4b7bffff', '89194ada5d3ffff', '89195da4b6bffff', '89195da4b67ffff', '89195da4b2fffff', '89194ada597ffff', '89195da4b6fffff', '89195da4b77ffff'}",1.0,102.0
89195da4b6bffff,"{'89194ada4b3ffff', '89194ada4afffff', '89194ada59bffff', '89195da4b63ffff', '89195da4b47ffff', '89194ada4b7ffff', '89195da4b4fffff', '89194ada5c3ffff', '89194ada5dbffff', '89194ada5d7ffff', '89194ada5d3ffff', '89195da4b7bffff', '89195da4b73ffff', '89195da4b6bffff', '89195da4b67ffff', '89194ada4a3ffff', '89194ada4a7ffff', '89195da4b6fffff', '89195da4b77ffff'}",15.0,76.0
89195da4b6fffff,"{'89194ada593ffff', '89194ada583ffff', '89194ada59bffff', '89195da4b63ffff', '89194ada4b7ffff', '89194ada5c3ffff', '89195da4b2bffff', '89194ada5dbffff', '89194ada58bffff', '89194ada5d7ffff', '89194ada5d3ffff', '89195da4b7bffff', '89195da4b73ffff', '89195da4b6bffff', '89195da4b67ffff', '89194ada4a7ffff', '89194ada5c7ffff', '89195da4b6fffff', '89195da4b77ffff'}",6.0,114.0
89195da4b83ffff,"{'89195da4b17ffff', '89195da4b9bffff', '89195da4bb3ffff', '89195da482bffff', '89195da4b87ffff', '89195da4b8bffff', '89195da4b97ffff', '89195da495bffff', '89195da4bd7ffff', '89195da4867ffff', '89195da4b83ffff', '89195da4b13ffff', '89195da494bffff', '89195da4b8fffff', '89195da482fffff', '89195da4b93ffff', '89195da4bbbffff', '89195da486fffff', '89195da4bc7ffff'}",9.0,194.0
89195da4b8bffff,"{'89195da4b1bffff', '89195da4b17ffff', '89195da4b9bffff', '89195da4b87ffff', '89195da4b97ffff', '89195da4b8bffff', '89195da4bd7ffff', '89195da4867ffff', '89195da4bd3ffff', '89195da4b83ffff', '89195da4b03ffff', '89195da4b13ffff', '89195da4bcfffff', '89195da4b8fffff', '89195da4b93ffff', '89195da4bbbffff', '89195da486fffff', '89195da4bc3ffff', '89195da4bc7ffff'}",2.0,192.0
89195da4b93ffff,"{'89195da4b9bffff', '89195da482bffff', '89195da4b97ffff', '89195da4b8bffff', '89195da4b87ffff', '89195da495bffff', '89195da4bd7ffff', '89195da4827ffff', '89195da4867ffff', '89195da4877ffff', '89195da4b83ffff', '89195da4823ffff', '89195da494bffff', '89195da483bffff', '89195da4b8fffff', '89195da482fffff', '89195da4b93ffff', '89195da486fffff', '89195da4863ffff'}",35.0,244.0
89195da4b97ffff,"{'89195da4bb3ffff', '89195da482bffff', '89195da4b9bffff', '89195da4b87ffff', '89195da4b8bffff', '89195da4943ffff', '89195da495bffff', '89195da4b97ffff', '89195da4827ffff', '89195da4867ffff', '89195da4b83ffff', '89195da4953ffff', '89195da4823ffff', '89195da494bffff', '89195da4b8fffff', '89195da482fffff', '89195da4b93ffff', '89195da4bbbffff', '89195da494fffff'}",24.0,231.0
89195da4b9bffff,"{'89195da482bffff', '89195da4b9bffff', '89195da4b87ffff', '89195da4b8bffff', '89195da4b97ffff', '89195da4bd7ffff', '89195da4867ffff', '89195da4bd3ffff', '89195da4bc7ffff', '89195da4877ffff', '89195da4b83ffff', '89195da486bffff', '89195da4b13ffff', '89195da4b8fffff', '89195da482fffff', '89195da4b93ffff', '89195da486fffff', '89195da4bc3ffff', '89195da4863ffff'}",15.0,235.0
89195da4ba7ffff,"{'89195da4bb3ffff', '89195da4b37ffff', '89195da4ba3ffff', '89195da497bffff', '89194ad16d3ffff', '89195da496bffff', '89194ad16d7ffff', '89195da4bafffff', '89194ad16dbffff', '89195da4b33ffff', '89195da4963ffff', '89195da4ba7ffff', '89195da4bbbffff', '89195da496fffff', '89195da4babffff', '89195da494fffff', '89194ad16c3ffff', '89194ad16cbffff', '89195da4bb7ffff'}",1.0,124.0
89195da4bc3ffff,"{'89195da4b1bffff', '89195da4bdbffff', '89195da4b57ffff', '89195da4b9bffff', '89195da4b8bffff', '89195da4b53ffff', '89195da4a27ffff', '89195da4bd7ffff', '89195da4bd3ffff', '89195da4aa7ffff', '89195da4aafffff', '89195da486bffff', '89195da4b13ffff', '89195da4a37ffff', '89195da4bcfffff', '89195da4bcbffff', '89195da486fffff', '89195da4bc3ffff', '89195da4bc7ffff'}",11.0,166.0
89195da4bc7ffff,"{'89195da486fffff', '89195da4b1bffff', '89195da4b17ffff', '89195da4b57ffff', '89195da4b9bffff', '89195da4bdbffff', '89195da4b8bffff', '89195da4b53ffff', '89195da4bd7ffff', '89195da4bd3ffff', '89195da4b83ffff', '89195da4b13ffff', '89195da4b0bffff', '89195da4bcfffff', '89195da4b8fffff', '89195da4bcbffff', '89195da4b03ffff', '89195da4bc3ffff', '89195da4bc7ffff'}",15.0,150.0
89195da4bcfffff,"{'89195da4b1bffff', '89195da4bdbffff', '89195da4b57ffff', '89195da4b8bffff', '89195da4b47ffff', '89195da4b53ffff', '89195da4a27ffff', '89195da4bd7ffff', '89195da4bd3ffff', '89195da4b43ffff', '89195da4b5bffff', '89195da4b13ffff', '89195da4b0bffff', '89195da4a37ffff', '89195da4bcfffff', '89195da4bcbffff', '89195da4b03ffff', '89195da4bc3ffff', '89195da4bc7ffff'}",7.0,159.0
89195da4bd3ffff,"{'89195da4bdbffff', '89195da4b9bffff', '89195da4b8bffff', '89195da4aa3ffff', '89195da4bd7ffff', '89195da4867ffff', '89195da4bd3ffff', '89195da4aa7ffff', '89195da487bffff', '89195da486bffff', '89195da4aafffff', '89195da4ab7ffff', '89195da4a37ffff', '89195da4bcfffff', '89195da4863ffff', '89195da4bcbffff', '89195da486fffff', '89195da4bc3ffff', '89195da4bc7ffff'}",15.0,195.0
89195da4bd7ffff,"{'89195da4b1bffff', '89195da4bdbffff', '89195da4b9bffff', '89195da4b8bffff', '89195da4bd7ffff', '89195da4867ffff', '89195da4bd3ffff', '89195da4aa7ffff', '89195da4b83ffff', '89195da486bffff', '89195da4b13ffff', '89195da4bcfffff', '89195da4b8fffff', '89195da4b93ffff', '89195da4863ffff', '89195da4bcbffff', '89195da486fffff', '89195da4bc3ffff', '89195da4bc7ffff'}",33.0,213.0
89195da4bdbffff,"{'89195da4bdbffff', '89195da4aa3ffff', '89195da4b53ffff', '89195da4a27ffff', '89195da4aabffff', '89195da4bd7ffff', '89195da4bd3ffff', '89195da4aa7ffff', '89195da4aafffff', '89195da486bffff', '89195da4ab7ffff', '89195da4a37ffff', '89195da4bcfffff', '89195da4a23ffff', '89195da4a33ffff', '89195da4bcbffff', '89195da486fffff', '89195da4bc3ffff', '89195da4bc7ffff'}",11.0,162.0
89195da4c03ffff,"{'89195da4c57ffff', '89195da4c0bffff', '89195da4cbbffff', '89195da4c03ffff', '89195da4c73ffff', '89195da4cc7ffff', '89195da4ccfffff', '89195da4c07ffff', '89195da4c77ffff', '89195da4c3bffff', '89195da4cabffff', '89195da4c17ffff', '89195da4c8fffff', '89195da4c1bffff', '89195da4c0fffff', '89195da4c47ffff', '89195da4c33ffff', '89195da4c8bffff', '89195da4c13ffff'}",3.0,177.0
89195da4c07ffff,"{'89195da4c0bffff', '89195da4c03ffff', '89195da4cbbffff', '89195da4ca3ffff', '89195da4c23ffff', '89195da4c73ffff', '89195da4cafffff', '89195da4c77ffff', '89195da4c3bffff', '89195da4cabffff', '89195da4c07ffff', '89195da4c17ffff', '89195da4c2bffff', '89195da4c8fffff', '89195da4c1bffff', '89195da4c0fffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4c13ffff'}",14.0,262.0
89195da4c0bffff,"{'89195da4c57ffff', '89195da4c7bffff', '89195da4c0bffff', '89195da4c03ffff', '89195da4c63ffff', '89195da4c73ffff', '89195da4ccfffff', '89195da4cc7ffff', '89195da4c07ffff', '89195da4c77ffff', '89195da4c3bffff', '89195da4c17ffff', '89195da4c1bffff', '89195da4c0fffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4c53ffff', '89195da4c13ffff', '89195da4c43ffff'}",5.0,53.0
89195da4c0fffff,"{'89195da4c57ffff', '89195da4c7bffff', '89195da4c0bffff', '89195da4c03ffff', '89195da4c63ffff', '89195da4c23ffff', '89195da4c73ffff', '89195da4c07ffff', '89195da4c77ffff', '89195da4c3bffff', '89195da4cabffff', '89195da4c67ffff', '89195da4c17ffff', '89195da4c2bffff', '89195da4c1bffff', '89195da4c0fffff', '89195da4c47ffff', '89195da4c33ffff', '89195da4c13ffff'}",5.0,166.0
89195da4c13ffff,"{'89195da4c57ffff', '89195da4cd7ffff', '89195da4c0bffff', '89195da4c03ffff', '89195da4cbbffff', '89195da4cc3ffff', '89195da4cc7ffff', '89195da4ccfffff', '89195da4c07ffff', '89195da4cabffff', '89195da4c17ffff', '89195da4c83ffff', '89195da4c8fffff', '89195da4c1bffff', '89195da4c0fffff', '89195da4c9bffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c13ffff'}",5.0,95.0
89195da4c1bffff,"{'89195da4c57ffff', '89195da4cd7ffff', '89195da4c0bffff', '89195da4c03ffff', '89195da4cc3ffff', '89195da4c73ffff', '89195da4ccbffff', '89195da4ccfffff', '89195da4cc7ffff', '89195da4c07ffff', '89195da4c17ffff', '89195da4c8fffff', '89195da4c1bffff', '89195da4c0fffff', '89195da4c47ffff', '89195da4c8bffff', '89195da4c53ffff', '89195da4c13ffff', '89195da4c43ffff'}",1.0,51.0
89195da4c23ffff,"{'89195da4d5bffff', '89195da4c2fffff', '89195da4ddbffff', '89195da4c23ffff', '89195da4cafffff', '89195da4897ffff', '89195da4c07ffff', '89195da4c3bffff', '89195da4c77ffff', '89195da4cabffff', '89195da4c67ffff', '89195da4d53ffff', '89195da4c2bffff', '89195da4c27ffff', '89195da4c0fffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4dcbffff', '89195da4893ffff'}",4.0,264.0
89195da4c27ffff,"{'89195da4d5bffff', '89195da4d43ffff', '89195da4c2fffff', '89195da4ddbffff', '89195da4c23ffff', '89195da4dc3ffff', '89195da4cafffff', '89195da4897ffff', '89195da4c3bffff', '89195da4d57ffff', '89195da4d53ffff', '89195da4c2bffff', '89195da4c27ffff', '89195da4d4bffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4dcfffff', '89195da4dcbffff', '89195da4893ffff'}",6.0,243.0
89195da4c2bffff,"{'89195da4d5bffff', '89195da4c6fffff', '89195da4c2fffff', '89195da4c63ffff', '89195da4c23ffff', '89195da4c73ffff', '89195da4897ffff', '89195da4c07ffff', '89195da4c77ffff', '89195da4c3bffff', '89195da4c67ffff', '89195da489bffff', '89195da4c2bffff', '89195da4c27ffff', '89195da4c0fffff', '89195da4883ffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4893ffff'}",1.0,214.0
89195da4c33ffff,"{'89195da4c03ffff', '89195da4cbbffff', '89195da4c2fffff', '89195da4ddbffff', '89195da4c23ffff', '89195da4ca3ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4c77ffff', '89195da4c3bffff', '89195da4cabffff', '89195da4c17ffff', '89195da4c2bffff', '89195da4c27ffff', '89195da4c0fffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4ca7ffff', '89195da4dcbffff'}",107.0,308.0
89195da4c37ffff,"{'89195da4d5bffff', '89195da4ddbffff', '89195da4c2fffff', '89195da4c23ffff', '89195da4ca3ffff', '89195da4dc3ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4c3bffff', '89195da4cabffff', '89195da4d53ffff', '89195da4c2bffff', '89195da4c27ffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4dcfffff', '89195da4ca7ffff', '89195da4dd3ffff', '89195da4dcbffff'}",62.0,292.0
89195da4c3bffff,"{'89195da4c0bffff', '89195da4c03ffff', '89195da4c2fffff', '89195da4c63ffff', '89195da4c23ffff', '89195da4c73ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4c77ffff', '89195da4cabffff', '89195da4c67ffff', '89195da4c3bffff', '89195da4c17ffff', '89195da4c2bffff', '89195da4c27ffff', '89195da4c0fffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4893ffff'}",6.0,237.0
89195da4c43ffff,"{'89195da4c57ffff', '89195da4c7bffff', '89195da4c0bffff', '89195da4eb7ffff', '89195da4c73ffff', '89195da4c5bffff', '89195da4ccbffff', '89195da4ccfffff', '89195da412fffff', '89195da4e87ffff', '89195da4127ffff', '89195da4eb3ffff', '89195da4c1bffff', '89195da4c4bffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4e97ffff', '89195da4c53ffff', '89195da4c43ffff'}",1.0,39.0
89195da4c47ffff,"{'89195da4c57ffff', '89195da4c7bffff', '89195da4c6bffff', '89195da4c03ffff', '89195da4c0bffff', '89195da4eb7ffff', '89195da4c63ffff', '89195da4c73ffff', '89195da4c5bffff', '89195da4ccfffff', '89195da4c77ffff', '89195da4c1bffff', '89195da4eb3ffff', '89195da4c0fffff', '89195da4c4bffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4c53ffff', '89195da4c43ffff'}",1.0,36.0
89195da4c4bffff,"{'89195da4c57ffff', '89195da4ebbffff', '89195da4c7bffff', '89195da4eb7ffff', '89195da4c5bffff', '89195da4e8fffff', '89195da4ea3ffff', '89195da412fffff', '89195da4e87ffff', '89195da4eb3ffff', '89195da4127ffff', '89195da4e93ffff', '89195da4c4bffff', '89195da4e83ffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4e97ffff', '89195da4c53ffff', '89195da4c43ffff'}",1.0,48.0
89195da4c53ffff,"{'89195da4c57ffff', '89195da4c0bffff', '89195da4cc3ffff', '89195da4c5bffff', '89195da4137ffff', '89195da4ccbffff', '89195da4ccfffff', '89195da4cc7ffff', '89195da4cdbffff', '89195da4c53ffff', '89195da412fffff', '89195da4c1bffff', '89195da4127ffff', '89195da4c4bffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4e97ffff', '89195da4c43ffff', '89195da4123ffff'}",4.0,38.0
89195da4c57ffff,"{'89195da4c57ffff', '89195da4c7bffff', '89195da4c0bffff', '89195da4c03ffff', '89195da4cc3ffff', '89195da4c73ffff', '89195da4c5bffff', '89195da4ccbffff', '89195da4ccfffff', '89195da4cc7ffff', '89195da4c1bffff', '89195da4127ffff', '89195da4c0fffff', '89195da4c4bffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4c53ffff', '89195da4c13ffff', '89195da4c43ffff'}",1.0,47.0
89195da4c5bffff,"{'89195da4c57ffff', '89195da4c5bffff', '89195da4137ffff', '89195da4ccbffff', '89195da4ccfffff', '89195da412fffff', '89195da4e87ffff', '89195da4127ffff', '89195da4eb3ffff', '89195da4e93ffff', '89195da4c4bffff', '89195da4e83ffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4e97ffff', '89195da412bffff', '89195da4c53ffff', '89195da4123ffff', '89195da4c43ffff'}",7.0,44.0
89195da4c63ffff,"{'89195da4c7bffff', '89195da4c6fffff', '89195da4c6bffff', '89195da4c0bffff', '89195da4eb7ffff', '89195da4c73ffff', '89195da4c63ffff', '89195da48d7ffff', '89195da48d3ffff', '89195da4c3bffff', '89195da4c77ffff', '89195da4c67ffff', '89195da489bffff', '89195da4ea7ffff', '89195da4c2bffff', '89195da4c0fffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4893ffff'}",1.0,28.0
89195da4c77ffff,"{'89195da4c7bffff', '89195da4c6bffff', '89195da4c6fffff', '89195da4c03ffff', '89195da4c0bffff', '89195da4c2fffff', '89195da4c63ffff', '89195da4c23ffff', '89195da4c73ffff', '89195da4c07ffff', '89195da4c3bffff', '89195da4c77ffff', '89195da4c67ffff', '89195da489bffff', '89195da4c2bffff', '89195da4c0fffff', '89195da4c47ffff', '89195da4c33ffff', '89195da4893ffff'}",5.0,156.0
89195da4c7bffff,"{'89195da4c57ffff', '89195da4c7bffff', '89195da4c6bffff', '89195da4c6fffff', '89195da4c0bffff', '89195da4eb7ffff', '89195da4c63ffff', '89195da4c73ffff', '89195da48d3ffff', '89195da4c77ffff', '89195da4c67ffff', '89195da4ea7ffff', '89195da4ea3ffff', '89195da4eb3ffff', '89195da4c0fffff', '89195da4c4bffff', '89195da4c4fffff', '89195da4c47ffff', '89195da4c43ffff'}",1.0,24.0
89195da4c83ffff,"{'89195da6b5bffff', '89195da4cd7ffff', '89195da4cbbffff', '89195da6a2bffff', '89195da4cc7ffff', '89195da6a2fffff', '89195da6b4bffff', '89195da4c17ffff', '89195da4cb3ffff', '89195da4c8fffff', '89195da6a6fffff', '89195da4c83ffff', '89195da4c9bffff', '89195da6a67ffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c93ffff', '89195da4c13ffff', '89195da4c97ffff'}",12.0,83.0
89195da4c87ffff,"{'89195da6b5bffff', '89195da4cbbffff', '89195da4ca3ffff', '89195da4cabffff', '89195da4cb7ffff', '89195da6a2fffff', '89195da6b43ffff', '89195da6b4bffff', '89195da4c17ffff', '89195da4c83ffff', '89195da4cb3ffff', '89195da4c8fffff', '89195da6b4fffff', '89195da4c9bffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c93ffff', '89195da4c13ffff', '89195da4c97ffff'}",22.0,88.0
89195da4c8fffff,"{'89195da4cd7ffff', '89195da4c03ffff', '89195da4cbbffff', '89195da4ca3ffff', '89195da4cc7ffff', '89195da4c07ffff', '89195da4cabffff', '89195da6b4bffff', '89195da4c17ffff', '89195da4c83ffff', '89195da4cb3ffff', '89195da4c1bffff', '89195da4c8fffff', '89195da4c9bffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c93ffff', '89195da4c13ffff', '89195da4c97ffff'}",6.0,97.0
89195da4c93ffff,"{'89195da6b5bffff', '89195da4cd7ffff', '89195da6a63ffff', '89195da6a3bffff', '89195da6a2bffff', '89195da6a2fffff', '89195da6a23ffff', '89195da6b4bffff', '89195da4c8fffff', '89195da4c83ffff', '89195da6a6fffff', '89195da6a77ffff', '89195da4c9bffff', '89195da6a27ffff', '89195da6a67ffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c93ffff', '89195da4c97ffff'}",1.0,68.0
89195da4c97ffff,"{'89195da6b5bffff', '89195da4cbbffff', '89195da6a2bffff', '89195da6a2fffff', '89195da6a23ffff', '89195da6b43ffff', '89195da6b4bffff', '89195da4c8fffff', '89195da4c83ffff', '89195da4cb3ffff', '89195da6b4fffff', '89195da4c9bffff', '89195da6a27ffff', '89195da6a67ffff', '89195da4c8bffff', '89195da6b53ffff', '89195da4c87ffff', '89195da4c93ffff', '89195da4c97ffff'}",4.0,83.0
89195da4c9bffff,"{'89195da4cd7ffff', '89195da4cc3ffff', '89195da6a63ffff', '89195da4c13ffff', '89195da6a2bffff', '89195da4cc7ffff', '89195da6a2fffff', '89195da4c8fffff', '89195da4c83ffff', '89195da6a6fffff', '89195da6a77ffff', '89195da4cd3ffff', '89195da4c9bffff', '89195da6a67ffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c93ffff', '89195da6a6bffff', '89195da4c97ffff'}",1.0,74.0
89195da4ca3ffff,"{'89195da6b6bffff', '89195da4cbbffff', '89195da4ddbffff', '89195da4ca3ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4cb7ffff', '89195da4cabffff', '89195da6b7bffff', '89195da6b4bffff', '89195da4c17ffff', '89195da4cb3ffff', '89195da4c8fffff', '89195da6b4fffff', '89195da4c33ffff', '89195da4c87ffff', '89195da4c37ffff', '89195da4ca7ffff', '89195da4dd3ffff'}",10.0,273.0
89195da4ca7ffff,"{'89195da6b6bffff', '89195da4cbbffff', '89195da6b6fffff', '89195da4ddbffff', '89195da4ca3ffff', '89195da4dc3ffff', '89195da4cafffff', '89195da4cabffff', '89195da4cb7ffff', '89195da6b7bffff', '89195da4dd7ffff', '89195da4cb3ffff', '89195da6b4fffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4ca7ffff', '89195da4dd3ffff', '89195da4dcbffff', '89195da6b63ffff'}",21.0,269.0
89195da4cabffff,"{'89195da4c03ffff', '89195da4cbbffff', '89195da4ddbffff', '89195da4ca3ffff', '89195da4c23ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4cb7ffff', '89195da4c3bffff', '89195da4ca7ffff', '89195da4cabffff', '89195da4c17ffff', '89195da4cb3ffff', '89195da4c8fffff', '89195da4c0fffff', '89195da4c33ffff', '89195da4c87ffff', '89195da4c37ffff', '89195da4c13ffff'}",6.0,295.0
89195da4cafffff,"{'89195da6b6bffff', '89195da4cbbffff', '89195da4ddbffff', '89195da4ca3ffff', '89195da4c23ffff', '89195da4dc3ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4cb7ffff', '89195da4c3bffff', '89195da4cabffff', '89195da4c17ffff', '89195da4cb3ffff', '89195da4c27ffff', '89195da4c33ffff', '89195da4c37ffff', '89195da4ca7ffff', '89195da4dd3ffff', '89195da4dcbffff'}",10.0,297.0
89195da4cbbffff,"{'89195da4c03ffff', '89195da4cbbffff', '89195da4ca3ffff', '89195da4cafffff', '89195da4c07ffff', '89195da4cb7ffff', '89195da4cabffff', '89195da4ca7ffff', '89195da6b4bffff', '89195da4c17ffff', '89195da4cb3ffff', '89195da4c83ffff', '89195da4c8fffff', '89195da6b4fffff', '89195da4c33ffff', '89195da4c8bffff', '89195da4c87ffff', '89195da4c13ffff', '89195da4c97ffff'}",12.0,232.0
