cuisineType,venueType,n_type,p_local,p_credible,p_global,competition_factor,local_tile,neighbour_count,representations
Fine Dining,Dine-In,6,0.014423076923076924,0.005274636580194398,0.007662168045276448,0.6884000127674166,89195da4d67ffff,416,6
French,Dine-In,10,0.02403846153846154,0.010915389091797657,0.013931214627775359,0.7835202732456006,89195da4d67ffff,416,10
German,Dine-In,1,0.002403846153846154,0.00028225806023420604,0.001131911188506748,1.0,89195da4d67ffff,416,1
Halal,Dine-In,2,0.004807692307692308,0.0009391054448459206,0.0043535045711798,1.0,89195da4d67ffff,416,2
Italian,Dine-In,31,0.07451923076923077,0.047621994289702936,0.06060078363082281,0.7858313281856871,89195da4d67ffff,416,31
Japanese,Dine-In,36,0.08653846153846154,0.057207095195237596,0.055811928602525034,1.0249976416806612,89195da4d67ffff,416,36
Japanese,Takeaway,2,0.004807692307692308,0.0009391054448459206,0.008619939050936004,1.0,89195da4d67ffff,416,2
Kebab Shop,Dine-In,1,0.002403846153846154,0.00028225806023420604,0.01828471919895516,1.0,89195da4d67ffff,416,1
Korean,Dine-In,8,0.019230769230769232,0.007987948350589625,0.015150195907705702,0.5272504988880566,89195da4d67ffff,416,8
Latin American,Dine-In,16,0.038461538461538464,0.02054527744693594,0.05729212015672616,0.35860564054416305,89195da4d67ffff,416,16
Mediterranean,Dine-In,22,0.052884615384615384,0.030996130931113294,0.026121027427078797,1.186635212479454,89195da4d67ffff,416,22
Middle Eastern,Dine-In,28,0.0673076923076923,0.04197945336183976,0.06408358728776666,0.6550733992672957,89195da4d67ffff,416,28
Middle Eastern,Takeaway,1,0.002403846153846154,0.00028225806023420604,0.001044841097083152,1.0,89195da4d67ffff,416,1
Pizza,Dine-In,15,0.036057692307692304,0.01887189166089675,0.04736612973443622,0.39842587449521905,89195da4d67ffff,416,15
Sandwich & Deli,Dine-In,23,0.055288461538461536,0.03279476724033459,0.04292555507183283,0.7639916871303097,89195da4d67ffff,416,23
Seafood,Dine-In,7,0.016826923076923076,0.006600156362747861,0.018197649107531563,0.36269280299597695,89195da4d67ffff,416,7
South Asian,Dine-In,23,0.055288461538461536,0.03279476724033459,0.05711797997387897,0.5741583868220164,89195da4d67ffff,416,23
South Asian,Takeaway,1,0.002403846153846154,0.00028225806023420604,0.007575097953852851,1.0,89195da4d67ffff,416,1
Southeast Asian,Dine-In,27,0.06490384615384616,0.04011914473522572,0.047888550282977796,0.8377606859710317,89195da4d67ffff,416,27
Southern European,Dine-In,7,0.016826923076923076,0.006600156362747861,0.011841532433609055,0.5573734987217587,89195da4d67ffff,416,7
Steakhouse & BBQ,Dine-In,10,0.02403846153846154,0.010915389091797657,0.0282107096212451,0.38692359172622254,89195da4d67ffff,416,10
Vegetarian & Vegan,Dine-In,18,0.04326923076923077,0.0239564432374416,0.02734000870700914,0.8762412438917732,89195da4d67ffff,416,18
African,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.017065737919024816,1.0,89195da4d6bffff,221,1
American,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.012973443622115803,1.0,89195da4d6bffff,221,1
Asian,Dine-In,5,0.02262443438914027,0.0075877464648045866,0.019068350021767523,0.3979235988505967,89195da4d6bffff,221,5
Australian,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.00130605137135394,1.0,89195da4d6bffff,221,1
Bar & Pub,Dine-In,9,0.04072398190045249,0.017807449590743176,0.030648672181105792,0.5810186322434243,89195da4d6bffff,221,9
Bistro,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.005572485851110144,1.0,89195da4d6bffff,221,1
British,Dine-In,2,0.00904977375565611,0.0017687166244901367,0.011754462342185459,1.0,89195da4d6bffff,221,2
Brunch & Breakfast,Dine-In,9,0.04072398190045249,0.017807449590743176,0.02585981715280801,0.6886146752514659,89195da4d6bffff,221,9
Buffet,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.0015672616456247279,1.0,89195da4d6bffff,221,1
Burgers,Dine-In,3,0.013574660633484163,0.0034355434601881204,0.03125816282107096,1.0,89195da4d6bffff,221,3
Cafe & Coffee,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.012363952982150631,1.0,89195da4d6bffff,221,1
Chinese,Dine-In,15,0.06787330316742081,0.03571579393893155,0.049455811928602524,0.7221758686419523,89195da4d6bffff,221,15
Eastern European,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.002437962559860688,1.0,89195da4d6bffff,221,1
European,Dine-In,3,0.013574660633484163,0.0034355434601881204,0.005311275576839356,1.0,89195da4d6bffff,221,3
Family Restaurant,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.0032215933826730517,1.0,89195da4d6bffff,221,1
Fast Food,Dine-In,9,0.04072398190045249,0.017807449590743176,0.07009142359599478,0.2540603211797334,89195da4d6bffff,221,9
Fast Food,Takeaway,1,0.004524886877828055,0.0005314138981137186,0.01610796691336526,1.0,89195da4d6bffff,221,1
Fine Dining,Dine-In,5,0.02262443438914027,0.0075877464648045866,0.007662168045276448,0.990287138048644,89195da4d6bffff,221,5
French,Dine-In,7,0.03167420814479638,0.01245589057802224,0.013931214627775359,0.8940993955536589,89195da4d6bffff,221,7
German,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.001131911188506748,1.0,89195da4d6bffff,221,1
Halal,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.0043535045711798,1.0,89195da4d6bffff,221,1
Italian,Dine-In,19,0.08597285067873303,0.04868234673811145,0.06060078363082281,0.8033286670793247,89195da4d6bffff,221,19
Japanese,Dine-In,21,0.09502262443438914,0.05538734834015273,0.055811928602525034,0.9923926609776195,89195da4d6bffff,221,21
Japanese,Takeaway,2,0.00904977375565611,0.0017687166244901367,0.008619939050936004,1.0,89195da4d6bffff,221,2
Kebab Shop,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.01828471919895516,1.0,89195da4d6bffff,221,1
Korean,Dine-In,2,0.00904977375565611,0.0017687166244901367,0.015150195907705702,1.0,89195da4d6bffff,221,2
Latin American,Dine-In,9,0.04072398190045249,0.017807449590743176,0.05729212015672616,0.31081847803903556,89195da4d6bffff,221,9
Mediterranean,Dine-In,11,0.049773755656108594,0.0235157491016191,0.026121027427078797,0.9002612614403179,89195da4d6bffff,221,11
Middle Eastern,Dine-In,17,0.07692307692307693,0.042118172334367175,0.06408358728776666,0.6572380560600638,89195da4d6bffff,221,17
Middle Eastern,Takeaway,1,0.004524886877828055,0.0005314138981137186,0.001044841097083152,1.0,89195da4d6bffff,221,1
Pizza,Dine-In,6,0.027149321266968326,0.009950458488853635,0.04736612973443622,0.210075396589125,89195da4d6bffff,221,6
Sandwich & Deli,Dine-In,12,0.05429864253393665,0.026478083097236253,0.04292555507183283,0.6168372908149257,89195da4d6bffff,221,12
Seafood,Dine-In,4,0.01809954751131222,0.005400234771558333,0.018197649107531563,0.2967545279968778,89195da4d6bffff,221,4
South Asian,Dine-In,15,0.06787330316742081,0.03571579393893155,0.05711797997387897,0.6252986179704709,89195da4d6bffff,221,15
South Asian,Takeaway,1,0.004524886877828055,0.0005314138981137186,0.007575097953852851,1.0,89195da4d6bffff,221,1
Southeast Asian,Dine-In,10,0.04524886877828054,0.02062267676982245,0.047888550282977796,0.43063898672983786,89195da4d6bffff,221,10
Southern European,Dine-In,3,0.013574660633484163,0.0034355434601881204,0.011841532433609055,1.0,89195da4d6bffff,221,3
Steakhouse & BBQ,Dine-In,1,0.004524886877828055,0.0005314138981137186,0.0282107096212451,1.0,89195da4d6bffff,221,1
Vegetarian & Vegan,Dine-In,8,0.03619909502262444,0.015080703256013413,0.02734000870700914,0.5515983340615097,89195da4d6bffff,221,8
African,Dine-In,4,0.010178117048346057,0.0030328726342996374,0.017065737919024816,0.17771705206597618,89195da4d6fffff,393,4
American,Dine-In,6,0.015267175572519083,0.005584137290526324,0.012973443622115803,0.43042830054828746,89195da4d6fffff,393,6
Asian,Dine-In,8,0.020356234096692113,0.008457088504987437,0.019068350021767523,0.44351443598073387,89195da4d6fffff,393,8
Australian,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.00130605137135394,1.0,89195da4d6fffff,393,1
Bar & Pub,Dine-In,12,0.030534351145038167,0.014828674994432179,0.030648672181105792,0.4838276486109476,89195da4d6fffff,393,12
British,Dine-In,3,0.007633587786259542,0.0019302090471683725,0.011754462342185459,1.0,89195da4d6fffff,393,3
Brunch & Breakfast,Dine-In,13,0.03307888040712468,0.016517282198975386,0.02585981715280801,0.638723858771826,89195da4d6fffff,393,13
Buffet,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.0015672616456247279,1.0,89195da4d6fffff,393,1
Burgers,Dine-In,11,0.027989821882951654,0.013173935130272993,0.03125816282107096,0.4214558355743324,89195da4d6fffff,393,11
Cafe & Coffee,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.012363952982150631,1.0,89195da4d6fffff,393,1
Chinese,Dine-In,22,0.05597964376590331,0.032826336986850134,0.049455811928602524,0.663750845587982,89195da4d6fffff,393,22
Chinese,Takeaway,1,0.002544529262086514,0.00029878088008853293,0.015063125816282106,1.0,89195da4d6fffff,393,1
Dessert & Ice Cream,Dine-In,4,0.010178117048346057,0.0030328726342996374,0.008619939050936004,0.3518438606558721,89195da4d6fffff,393,4
Eastern European,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.002437962559860688,1.0,89195da4d6fffff,393,1
European,Dine-In,5,0.01272264631043257,0.004259792607726858,0.005311275576839356,0.8020281655695567,89195da4d6fffff,393,5
Family Restaurant,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.0032215933826730517,1.0,89195da4d6fffff,393,1
Fast Food,Dine-In,18,0.04580152671755725,0.025369023902903368,0.07009142359599478,0.36194191245322377,89195da4d6fffff,393,18
Fast Food,Takeaway,1,0.002544529262086514,0.00029878088008853293,0.01610796691336526,1.0,89195da4d6fffff,393,1
Fine Dining,Dine-In,6,0.015267175572519083,0.005584137290526324,0.007662168045276448,0.7287933725192594,89195da4d6fffff,393,6
French,Dine-In,11,0.027989821882951654,0.013173935130272993,0.013931214627775359,0.9456415310699083,89195da4d6fffff,393,11
German,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.001131911188506748,1.0,89195da4d6fffff,393,1
Halal,Dine-In,2,0.005089058524173028,0.00099410265332073,0.0043535045711798,1.0,89195da4d6fffff,393,2
Italian,Dine-In,27,0.06870229007633588,0.042491881225923706,0.06060078363082281,0.7011770917812267,89195da4d6fffff,393,27
Japanese,Dine-In,36,0.0916030534351145,0.0605996137895422,0.055811928602525034,1.0857824717205806,89195da4d6fffff,393,36
Japanese,Takeaway,3,0.007633587786259542,0.0019302090471683725,0.008619939050936004,1.0,89195da4d6fffff,393,3
Kebab Shop,Dine-In,1,0.002544529262086514,0.00029878088008853293,0.01828471919895516,1.0,89195da4d6fffff,393,1
Korean,Dine-In,5,0.01272264631043257,0.004259792607726858,0.015150195907705702,0.2811707936766837,89195da4d6fffff,393,5
Latin American,Dine-In,14,0.035623409669211195,0.0182364625767341,0.05729212015672616,0.31830664543129356,89195da4d6fffff,393,14
Mediterranean,Dine-In,21,0.05343511450381679,0.030936288636699436,0.026121027427078797,1.1843442499749768,89195da4d6fffff,393,21
Middle Eastern,Dine-In,27,0.06870229007633588,0.042491881225923706,0.06408358728776666,0.6630696411409426,89195da4d6fffff,393,27
Middle Eastern,Takeaway,1,0.002544529262086514,0.00029878088008853293,0.001044841097083152,1.0,89195da4d6fffff,393,1
Pizza,Dine-In,12,0.030534351145038167,0.014828674994432179,0.04736612973443622,0.3130649491012014,89195da4d6fffff,393,12
Sandwich & Deli,Dine-In,25,0.06361323155216285,0.03858569796164914,0.04292555507183283,0.8988980549483576,89195da4d6fffff,393,25
Seafood,Dine-In,8,0.020356234096692113,0.008457088504987437,0.018197649107531563,0.4647352223912953,89195da4d6fffff,393,8
South Asian,Dine-In,22,0.05597964376590331,0.032826336986850134,0.05711797997387897,0.5747110980091064,89195da4d6fffff,393,22
South Asian,Takeaway,1,0.002544529262086514,0.00029878088008853293,0.007575097953852851,1.0,89195da4d6fffff,393,1
Southeast Asian,Dine-In,22,0.05597964376590331,0.032826336986850134,0.047888550282977796,0.6854736005344978,89195da4d6fffff,393,22
Southern European,Dine-In,7,0.017811704834605598,0.006987614827531852,0.011841532433609055,0.5900937962809067,89195da4d6fffff,393,7
Steakhouse & BBQ,Dine-In,8,0.020356234096692113,0.008457088504987437,0.0282107096212451,0.29978290580179234,89195da4d6fffff,393,8
Vegetarian & Vegan,Dine-In,20,0.05089058524173028,0.029062644966548756,0.02734000870700914,1.0630078899388933,89195da4d6fffff,393,20
African,Dine-In,1,0.005128205128205128,0.0006023028243160971,0.017065737919024816,1.0,89195da4d73ffff,195,1
American,Dine-In,1,0.005128205128205128,0.0006023028243160971,0.012973443622115803,1.0,89195da4d73ffff,195,1
Asian,Dine-In,5,0.02564102564102564,0.008603830569049706,0.019068350021767523,0.451210018655415,89195da4d73ffff,195,5
Bar & Pub,Dine-In,6,0.03076923076923077,0.01128423433022172,0.030648672181105792,0.36818020250737626,89195da4d73ffff,195,6
British,Dine-In,2,0.010256410256410256,0.0020048647121421012,0.011754462342185459,1.0,89195da4d73ffff,195,2
Brunch & Breakfast,Dine-In,6,0.03076923076923077,0.01128423433022172,0.02585981715280801,0.4363617214902238,89195da4d73ffff,195,6
Burgers,Dine-In,2,0.010256410256410256,0.0020048647121421012,0.03125816282107096,1.0,89195da4d73ffff,195,2
Cafe & Coffee,Dine-In,1,0.005128205128205128,0.0006023028243160971,0.012363952982150631,1.0,89195da4d73ffff,195,1
Chinese,Dine-In,17,0.08717948717948718,0.04781716973328662,0.049455811928602524,0.9668665394133747,89195da4d73ffff,195,17
Chinese,Takeaway,1,0.005128205128205128,0.0006023028243160971,0.015063125816282106,1.0,89195da4d73ffff,195,1
