local_tile,local_tiles,density,local_density
89197330d67ffff,"{'89197330d3bffff', '89197330d7bffff', '89197330d2fffff', '89197330d73ffff', '89197330d6bffff', '89197330d63ffff', '89197330983ffff', '89197330d6fffff', '8919733098bffff', '89197330d67ffff', '89197330993ffff', '89197330d23ffff', '891973309d3ffff', '89197330d2bffff', '891973309d7ffff', '89197330d77ffff', '89197330997ffff', '8919733099bffff', '89197330d0fffff'}",1.0,5.0
89197330dc3ffff,"{'89197330d9bffff', '89197330ddbffff', '89197330c27ffff', '89197330dcfffff', '89197332b6bffff', '89197330d13ffff', '89197332b6fffff', '89197330d8bffff', '89197330dc3ffff', '89197330dc7ffff', '89197330ca7ffff', '89197330d57ffff', '89197330cafffff', '89197330dd7ffff', '89197330dcbffff', '89197330dd3ffff', '89197330d1bffff', '89197330c37ffff', '89197330d53ffff'}",2.0,6.0
89197330dc7ffff,"{'89197330d9bffff', '89197330ddbffff', '89197330dcfffff', '89197330d13ffff', '89197330dc3ffff', '89197330d8bffff', '89197330d03ffff', '89197332b6fffff', '89197330d83ffff', '89197330d57ffff', '89197330dc7ffff', '89197330dd7ffff', '89197330dcbffff', '89197330d17ffff', '89197330dd3ffff', '89197330d1bffff', '89197330d8fffff', '89197330d0bffff', '89197330d53ffff'}",1.0,5.0
89197330ddbffff,"{'89197330ddbffff', '89197330c27ffff', '89197330dcfffff', '89197332b6bffff', '89197330dc3ffff', '89197332b6fffff', '89197330cb7ffff', '89197330ca3ffff', '89197330ca7ffff', '89197330dc7ffff', '89197330cafffff', '89197330dd7ffff', '89197330dcbffff', '89197330dd3ffff', '89197330c37ffff', '89197330cabffff', '89197330c33ffff', '89197330d53ffff', '89197330c23ffff'}",2.0,7.0
89197330e0fffff,"{'89197330e0bffff', '89197330e23ffff', '89197330e17ffff', '89197330e33ffff', '89197330e73ffff', '89197330e63ffff', '89197330e3bffff', '89197330e2bffff', '89197330e67ffff', '89197330eabffff', '89197330e77ffff', '89197330e57ffff', '89197330e03ffff', '89197330e47ffff', '89197330e07ffff', '89197330e7bffff', '89197330e0fffff', '89197330e13ffff', '89197330e1bffff'}",1.0,1.0
89197330e2fffff,"{'89197330e23ffff', '89197330853ffff', '89197330a87ffff', '89197330e2fffff', '89197330e27ffff', '89197330e33ffff', '89197330e37ffff', '8919733084bffff', '8919733085bffff', '89197330a9bffff', '89197330e3bffff', '89197330a93ffff', '89197330e2bffff', '89197330e67ffff', '89197330e77ffff', '89197330a83ffff', '891973308cbffff', '89197330843ffff', '89197330a97ffff'}",1.0,2.0
8919733188bffff,"{'891973318d3ffff', '891973318c7ffff', '89197331c6fffff', '891973318d7ffff', '89197331887ffff', '8919733188bffff', '891973318bbffff', '89197331897ffff', '89197331883ffff', '891973318cfffff', '8919733189bffff', '89197331803ffff', '89197331817ffff', '8919733181bffff', '89197331813ffff', '8919733188fffff', '89197331c67ffff', '89197331893ffff', '891973318c3ffff'}",1.0,1.0
891973319c7ffff,"{'891973319d3ffff', '89197331983ffff', '89197331953ffff', '89197331957ffff', '891973319d7ffff', '891973319cbffff', '8919733198fffff', '8919733191bffff', '89197331913ffff', '891973319c3ffff', '891973319dbffff', '89197331917ffff', '8919733190bffff', '89197331903ffff', '891973319cfffff', '8919733198bffff', '8919733199bffff', '891973319c7ffff', '89197331d6fffff'}",1.0,1.0
89197331b2fffff,"{'89197323593ffff', '89197331b33ffff', '89197322653ffff', '89197331b37ffff', '8919732264bffff', '89197322643ffff', '891973226cbffff', '89197331b2fffff', '89197323587ffff', '89197323583ffff', '89197331b23ffff', '89197323597ffff', '89197331b77ffff', '89197331b2bffff', '89197331b67ffff', '89197331b27ffff', '8919732359bffff', '8919732265bffff', '89197331b3bffff'}",3.0,7.0
8919733403bffff,"{'89197334017ffff', '89197334023ffff', '8919733402bffff', '8919733403bffff', '8919733400bffff', '89197334033ffff', '89197334073ffff', '89197334037ffff', '891973340afffff', '89197334003ffff', '89197334077ffff', '8919733402fffff', '89197334027ffff', '8919733400fffff', '891973340abffff', '89197334067ffff', '89197334393ffff', '89197334063ffff', '89197334007ffff'}",3.0,18.0
89197334053ffff,"{'89197334627ffff', '89197334043ffff', '89197334057ffff', '89197334297ffff', '89197334637ffff', '8919733405bffff', '8919733404bffff', '8919733400bffff', '891973340c7ffff', '891973340dbffff', '891973340cfffff', '89197334047ffff', '891973340c3ffff', '8919733462fffff', '8919733404fffff', '89197334623ffff', '89197334053ffff', '8919733401bffff', '891973340cbffff'}",1.0,2.0
8919733406fffff,"{'89197334383ffff', '8919733402bffff', '8919733406fffff', '891973343c3ffff', '8919733438bffff', '89197334073ffff', '89197334077ffff', '891973343d7ffff', '891973342b7ffff', '891973342a7ffff', '89197334067ffff', '89197334393ffff', '89197334063ffff', '8919733406bffff', '891973343dbffff', '891973343d3ffff', '8919733439bffff', '891973343c7ffff', '8919733407bffff'}",1.0,20.0
89197334073ffff,"{'89197334043ffff', '89197334057ffff', '8919733403bffff', '8919733402bffff', '8919733406fffff', '8919733400bffff', '89197334073ffff', '89197334003ffff', '89197334077ffff', '89197334047ffff', '891973342b7ffff', '8919733400fffff', '8919733404fffff', '89197334067ffff', '89197334063ffff', '8919733406bffff', '89197334007ffff', '8919733401bffff', '8919733407bffff'}",11.0,20.0
89197334077ffff,"{'8919733403bffff', '8919733402bffff', '89197334023ffff', '8919733406fffff', '8919733400bffff', '89197334033ffff', '89197334073ffff', '89197334003ffff', '89197334077ffff', '89197334047ffff', '8919733402fffff', '8919733400fffff', '89197334067ffff', '89197334393ffff', '89197334063ffff', '8919733406bffff', '8919733439bffff', '89197334007ffff', '8919733407bffff'}",3.0,20.0
8919733407bffff,"{'89197334043ffff', '89197334057ffff', '8919733404bffff', '8919733406fffff', '8919733400bffff', '89197334073ffff', '89197334077ffff', '89197334047ffff', '891973342b7ffff', '891973342a7ffff', '8919733400fffff', '891973342a3ffff', '89197334067ffff', '89197334063ffff', '8919733406bffff', '891973343d3ffff', '891973342b3ffff', '8919733404fffff', '8919733407bffff'}",2.0,20.0
8919733408bffff,"{'89197334087ffff', '89197334013ffff', '89197334017ffff', '891973340d7ffff', '8919733409bffff', '89197334093ffff', '891973340c7ffff', '89197334003ffff', '891973340cfffff', '891973340c3ffff', '89197334467ffff', '891973340d3ffff', '89197334083ffff', '89197334097ffff', '891973340bbffff', '8919733408bffff', '8919733446fffff', '8919733408fffff', '8919733401bffff'}",1.0,1.0
891973340afffff,"{'891973340a3ffff', '891973341cbffff', '8919733456bffff', '89197334017ffff', '891973341c3ffff', '891973340b7ffff', '8919733403bffff', '891973341d3ffff', '89197334023ffff', '891973340b3ffff', '89197334033ffff', '89197334037ffff', '891973340afffff', '891973341dbffff', '89197334027ffff', '891973340a7ffff', '891973340abffff', '891973340bbffff', '89197334007ffff'}",1.0,4.0
89197334117ffff,"{'8919733411bffff', '89197334113ffff', '8919733410bffff', '891973341b3ffff', '891973341afffff', '8919733410fffff', '8919733418bffff', '891973341abffff', '8919733413bffff', '89197334133ffff', '891973341a3ffff', '89197334117ffff', '891973341bbffff', '89197334187ffff', '89197334183ffff', '891973341c7ffff', '8919733418fffff', '89197334107ffff', '89197334103ffff'}",1.0,6.0
8919733411bffff,"{'89197334103ffff', '891973341cbffff', '8919733411bffff', '891973341c3ffff', '89197334113ffff', '89197334157ffff', '891973341cfffff', '8919733410bffff', '891973341d7ffff', '8919733410fffff', '8919733418bffff', '89197334143ffff', '89197334117ffff', '89197334153ffff', '89197334147ffff', '891973341c7ffff', '8919733418fffff', '89197334107ffff', '89197334173ffff'}",2.0,4.0
89197334137ffff,"{'8919733412fffff', '89197334cdbffff', '89197334123ffff', '8919733412bffff', '89197334c53ffff', '891973341a7ffff', '89197334cd3ffff', '89197334c5bffff', '89197334ccfffff', '89197334127ffff', '891973341afffff', '89197334137ffff', '891973341abffff', '8919733413bffff', '89197334133ffff', '89197334cc3ffff', '89197334ccbffff', '891973341a3ffff', '89197334107ffff'}",1.0,3.0
8919733413bffff,"{'8919733412fffff', '89197334103ffff', '89197334123ffff', '8919733412bffff', '89197334167ffff', '8919733410bffff', '89197334127ffff', '891973341afffff', '8919733410fffff', '89197334177ffff', '89197334137ffff', '891973341abffff', '8919733413bffff', '89197334e93ffff', '89197334133ffff', '89197334117ffff', '89197334163ffff', '89197334107ffff', '89197334173ffff'}",1.0,6.0
89197334143ffff,"{'891973341cbffff', '8919733414bffff', '8919733411bffff', '8919733415bffff', '89197334157ffff', '891973341cfffff', '89197334027ffff', '8919733402fffff', '891973343b7ffff', '8919733410bffff', '89197334397ffff', '891973343b3ffff', '89197334143ffff', '8919733414fffff', '89197334153ffff', '89197334147ffff', '8919733417bffff', '89197334387ffff', '89197334173ffff'}",1.0,4.0
8919733416bffff,"{'891973343afffff', '89197334ed7ffff', '891973343a3ffff', '89197334edbffff', '89197334ec3ffff', '89197334167ffff', '891973343b7ffff', '8919733416fffff', '891973343b3ffff', '89197334177ffff', '89197334163ffff', '89197334ed3ffff', '8919733416bffff', '891973343a7ffff', '8919733414fffff', '89197334e9bffff', '89197334147ffff', '8919733417bffff', '89197334173ffff'}",1.0,6.0
89197334177ffff,"{'8919733412fffff', '89197334123ffff', '8919733412bffff', '89197334167ffff', '8919733410bffff', '8919733410fffff', '8919733416fffff', '89197334177ffff', '89197334173ffff', '8919733413bffff', '89197334e93ffff', '89197334133ffff', '89197334163ffff', '8919733416bffff', '89197334e9bffff', '89197334147ffff', '8919733417bffff', '89197334107ffff', '89197334103ffff'}",3.0,5.0
89197334183ffff,"{'8919733419bffff', '8919733456fffff', '89197334113ffff', '8919733452fffff', '89197336a4bffff', '89197334193ffff', '891973341b3ffff', '891973341d7ffff', '89197334567ffff', '8919733418bffff', '89197336a5bffff', '8919733418fffff', '89197334117ffff', '891973341bbffff', '89197334187ffff', '8919733452bffff', '89197334183ffff', '891973341c7ffff', '89197334197ffff'}",1.0,6.0
89197334193ffff,"{'8919733419bffff', '8919733456fffff', '89197334563ffff', '89197334197ffff', '89197334577ffff', '89197334527ffff', '8919733452fffff', '89197336a4bffff', '89197334193ffff', '891973341d7ffff', '89197334567ffff', '8919733418bffff', '89197336a5bffff', '89197334523ffff', '8919733453bffff', '89197334187ffff', '8919733452bffff', '89197334183ffff', '8919733418fffff'}",1.0,5.0
891973341bbffff,"{'89197334103ffff', '89197334113ffff', '891973341b7ffff', '891973341a7ffff', '89197336a4bffff', '891973341b3ffff', '891973341afffff', '8919733418bffff', '891973341abffff', '8919733418fffff', '89197334133ffff', '89197334117ffff', '891973341bbffff', '89197334187ffff', '89197334183ffff', '891973341a3ffff', '89197334197ffff', '89197334107ffff', '89197336a4fffff'}",1.0,8.0
8919733422fffff,"{'89197334353ffff', '8919733423bffff', '891973343cbffff', '89197334227ffff', '89197334223ffff', '8919733435bffff', '89197334277ffff', '89197335c9bffff', '8919733422bffff', '89197334267ffff', '89197334237ffff', '89197335c97ffff', '8919733422fffff', '8919733434bffff', '89197335c87ffff', '89197334233ffff', '89197335c93ffff', '89197335c83ffff', '89197334343ffff'}",1.0,12.0
89197334233ffff,"{'8919733423bffff', '891973343cbffff', '8919733420fffff', '89197334227ffff', '89197334223ffff', '89197334277ffff', '891973342abffff', '8919733422bffff', '89197334237ffff', '891973342afffff', '89197334203ffff', '891973342a7ffff', '891973342a3ffff', '8919733422fffff', '891973343dbffff', '89197334207ffff', '89197334233ffff', '891973342bbffff', '89197334217ffff'}",1.0,8.0
89197334267ffff,"{'8919733423bffff', '8919733420fffff', '8919733426bffff', '89197334263ffff', '89197334223ffff', '89197335cd7ffff', '89197334277ffff', '89197335cd3ffff', '89197335c9bffff', '8919733422bffff', '89197334267ffff', '89197335c8bffff', '89197335c97ffff', '8919733427bffff', '8919733422fffff', '8919733426fffff', '89197334273ffff', '89197335c93ffff', '89197335c83ffff'}",1.0,9.0
89197334277ffff,"{'8919733423bffff', '8919733420fffff', '8919733420bffff', '8919733426bffff', '89197334263ffff', '89197334223ffff', '89197334277ffff', '89197335c9bffff', '8919733422bffff', '89197334267ffff', '89197334203ffff', '8919733427bffff', '8919733422fffff', '8919733426fffff', '89197334207ffff', '89197334273ffff', '89197334233ffff', '89197335c93ffff', '89197334247ffff'}",2.0,9.0
891973342afffff,"{'891973342b3ffff', '8919733423bffff', '891973343cbffff', '89197334227ffff', '89197334223ffff', '891973343c3ffff', '891973342abffff', '89197334237ffff', '891973342afffff', '891973342b7ffff', '891973342a7ffff', '891973342a3ffff', '8919733406bffff', '891973343dbffff', '89197334207ffff', '891973343d3ffff', '89197334233ffff', '891973342bbffff', '89197334217ffff'}",2.0,8.0
891973342b3ffff,"{'8919733428fffff', '891973342b3ffff', '89197334043ffff', '89197334297ffff', '8919733404bffff', '8919733405bffff', '89197334283ffff', '891973342abffff', '891973342afffff', '89197334047ffff', '891973342b7ffff', '891973342a7ffff', '891973342a3ffff', '8919733406bffff', '89197334287ffff', '891973342bbffff', '89197334217ffff', '8919733404fffff', '8919733407bffff'}",1.0,5.0
891973342c3ffff,"{'89197335537ffff', '8919733428bffff', '8919733466bffff', '891973342c7ffff', '8919733429bffff', '89197334213ffff', '891973342dbffff', '891973355a7ffff', '891973342cfffff', '891973355afffff', '891973342cbffff', '89197334257ffff', '8919733466fffff', '891973342c3ffff', '89197335527ffff', '891973342d3ffff', '8919733421bffff', '891973342d7ffff', '89197334253ffff'}",2.0,40.0
891973342cbffff,"{'89197335537ffff', '891973342c7ffff', '8919733425bffff', '891973342dbffff', '891973355a7ffff', '8919733552fffff', '89197335523ffff', '89197334243ffff', '891973342cfffff', '891973355afffff', '89197335533ffff', '891973342cbffff', '89197334257ffff', '891973342c3ffff', '89197335527ffff', '891973342d3ffff', '8919733421bffff', '891973342d7ffff', '89197334253ffff'}",23.0,60.0
891973342d7ffff,"{'8919733428fffff', '8919733428bffff', '8919733466bffff', '891973342c7ffff', '8919733429bffff', '89197334667ffff', '89197334213ffff', '891973342dbffff', '891973355a7ffff', '89197334283ffff', '891973342cfffff', '891973342cbffff', '8919733466fffff', '891973342c3ffff', '89197334663ffff', '891973342d3ffff', '89197334293ffff', '8919733421bffff', '891973342d7ffff'}",1.0,27.0
89197334323ffff,"{'89197335d97ffff', '891973343afffff', '89197334323ffff', '89197334e53ffff', '89197334307ffff', '89197335d93ffff', '8919733432bffff', '89197334edbffff', '891973343abffff', '8919733433bffff', '8919733432fffff', '8919733430fffff', '89197334367ffff', '89197334327ffff', '89197334333ffff', '89197334e5bffff', '89197334337ffff', '89197334377ffff', '89197334ecbffff'}",1.0,5.0
89197334337ffff,"{'89197334323ffff', '891973343afffff', '89197334e53ffff', '89197334307ffff', '891973343a3ffff', '8919733432bffff', '89197334edbffff', '89197334ec3ffff', '891973343abffff', '8919733433bffff', '8919733432fffff', '89197334ecfffff', '89197334327ffff', '89197334333ffff', '89197334e5bffff', '891973343a7ffff', '89197334337ffff', '89197334ed3ffff', '89197334ecbffff'}",1.0,7.0
89197334353ffff,"{'8919733430bffff', '89197334353ffff', '891973343cbffff', '89197334227ffff', '89197334223ffff', '8919733435bffff', '891973343cfffff', '891973343c3ffff', '89197334237ffff', '89197334347ffff', '8919733434fffff', '89197334357ffff', '89197335c97ffff', '8919733431bffff', '8919733422fffff', '891973343dbffff', '8919733434bffff', '89197334343ffff', '891973343c7ffff'}",1.0,5.0
89197334377ffff,"{'8919733430bffff', '89197334323ffff', '89197334303ffff', '89197334307ffff', '89197335d93ffff', '8919733436fffff', '8919733432bffff', '8919733433bffff', '89197334347ffff', '8919733436bffff', '8919733432fffff', '8919733430fffff', '8919733437bffff', '89197334367ffff', '89197335d9bffff', '89197334333ffff', '89197334377ffff', '89197334373ffff', '89197334363ffff'}",1.0,2.0
891973343abffff,"{'89197334323ffff', '891973343afffff', '89197334317ffff', '89197334303ffff', '89197334307ffff', '891973343a3ffff', '89197334edbffff', '891973343abffff', '8919733433bffff', '8919733430fffff', '891973343b7ffff', '891973343bbffff', '891973343b3ffff', '89197334333ffff', '8919733438fffff', '89197334337ffff', '891973343a7ffff', '89197334313ffff', '89197334387ffff'}",1.0,5.0
891973343b7ffff,"{'891973343afffff', '8919733414bffff', '891973343a3ffff', '89197334edbffff', '891973343abffff', '891973343b7ffff', '891973343bbffff', '8919733416fffff', '891973343b3ffff', '89197334143ffff', '89197334163ffff', '8919733416bffff', '89197334ed3ffff', '891973343a7ffff', '8919733414fffff', '89197334147ffff', '8919733417bffff', '89197334387ffff', '89197334173ffff'}",1.0,5.0
891973343cbffff,"{'89197334353ffff', '891973343cbffff', '89197334227ffff', '89197334223ffff', '8919733435bffff', '891973343cfffff', '891973343c3ffff', '89197334237ffff', '891973342afffff', '891973343d7ffff', '89197334357ffff', '891973342a7ffff', '8919733431bffff', '8919733422fffff', '891973343dbffff', '891973343d3ffff', '89197334233ffff', '89197334343ffff', '891973343c7ffff'}",1.0,9.0
891973343d3ffff,"{'891973343cbffff', '8919733406fffff', '891973343cfffff', '891973343c3ffff', '8919733438bffff', '89197334237ffff', '891973342afffff', '891973343d7ffff', '891973342b7ffff', '891973342a7ffff', '891973342a3ffff', '89197334067ffff', '89197334063ffff', '8919733406bffff', '891973343dbffff', '891973343d3ffff', '8919733439bffff', '891973343c7ffff', '8919733407bffff'}",2.0,9.0
891973343dbffff,"{'89197334353ffff', '891973343cbffff', '89197334227ffff', '89197334223ffff', '8919733406fffff', '891973343cfffff', '891973343c3ffff', '891973342abffff', '89197334237ffff', '891973342afffff', '891973343d7ffff', '891973342b7ffff', '891973342a7ffff', '891973342a3ffff', '8919733406bffff', '891973343dbffff', '891973343d3ffff', '89197334233ffff', '891973343c7ffff'}",1.0,9.0
89197334403ffff,"{'891973344bbffff', '8919733441bffff', '8919733448fffff', '89197334417ffff', '891973344c7ffff', '891973344cfffff', '89197334407ffff', '8919733440bffff', '89197334477ffff', '89197334447ffff', '89197334403ffff', '8919733440fffff', '89197334413ffff', '89197334473ffff', '89197334457ffff', '89197334433ffff', '891973344abffff', '8919733448bffff', '8919733443bffff'}",2.0,9.0
89197334417ffff,"{'891973344bbffff', '8919733441bffff', '8919733448fffff', '89197334417ffff', '891973344c7ffff', '89197334483ffff', '89197334407ffff', '8919733440bffff', '89197334403ffff', '891973344afffff', '8919733440fffff', '891973344a3ffff', '89197334487ffff', '89197334413ffff', '891973344b3ffff', '89197334433ffff', '891973344abffff', '8919733448bffff', '8919733443bffff'}",1.0,9.0
89197334423ffff,"{'89197334553ffff', '89197334427ffff', '891973345dbffff', '891973345cbffff', '89197334423ffff', '8919733442bffff', '89197334407ffff', '89197334093ffff', '89197334477ffff', '89197334437ffff', '891973344afffff', '8919733440fffff', '89197334467ffff', '89197334097ffff', '8919733455bffff', '89197334433ffff', '8919733442fffff', '891973344abffff', '8919733443bffff'}",2.0,9.0
89197334427ffff,"{'89197334553ffff', '89197334427ffff', '891973345dbffff', '89197334423ffff', '891973345cbffff', '8919733442bffff', '891973345cfffff', '89197334093ffff', '89197334437ffff', '891973344afffff', '891973345c3ffff', '8919733454bffff', '89197334097ffff', '8919733455bffff', '89197334433ffff', '89197334543ffff', '89197334557ffff', '8919733442fffff', '8919733443bffff'}",2.0,7.0
89197334437ffff,"{'89197334553ffff', '89197334427ffff', '891973344a7ffff', '891973345dbffff', '891973345cbffff', '89197334423ffff', '891973345d3ffff', '8919733442bffff', '891973345cfffff', '89197334407ffff', '89197334437ffff', '891973344afffff', '891973345c3ffff', '891973344a3ffff', '8919733455bffff', '89197334433ffff', '8919733442fffff', '891973344abffff', '8919733443bffff'}",1.0,8.0
89197334477ffff,"{'8919733447bffff', '89197334423ffff', '8919733442bffff', '89197334407ffff', '8919733440bffff', '89197334093ffff', '89197334403ffff', '8919733409bffff', '89197334447ffff', '89197334477ffff', '8919733440fffff', '8919733446bffff', '89197334463ffff', '89197334467ffff', '89197334473ffff', '89197334433ffff', '8919733446fffff', '8919733442fffff', '8919733443bffff'}",2.0,6.0
89197334483ffff,"{'891973344bbffff', '89197336267ffff', '89197334497ffff', '8919733448fffff', '89197334417ffff', '891973344c7ffff', '89197334483ffff', '89197334493ffff', '8919733622bffff', '8919733626fffff', '89197334487ffff', '89197334413ffff', '8919733622fffff', '891973344b3ffff', '8919733634bffff', '891973344d7ffff', '8919733635bffff', '8919733449bffff', '8919733448bffff'}",1.0,10.0
89197334487ffff,"{'891973344bbffff', '89197336343ffff', '89197334497ffff', '8919733448fffff', '89197334417ffff', '8919733448bffff', '89197334483ffff', '89197334493ffff', '891973344a3ffff', '89197334413ffff', '8919733622fffff', '89197334487ffff', '891973344b3ffff', '8919733634fffff', '8919733634bffff', '8919733635bffff', '8919733449bffff', '891973344abffff', '891973344b7ffff'}",1.0,9.0
8919733448fffff,"{'891973344bbffff', '8919733441bffff', '89197334497ffff', '8919733448fffff', '89197334417ffff', '891973344c7ffff', '89197334483ffff', '89197334407ffff', '89197334493ffff', '89197334403ffff', '891973344a3ffff', '89197334487ffff', '89197334413ffff', '891973344b3ffff', '8919733634bffff', '891973344d7ffff', '8919733449bffff', '891973344abffff', '8919733448bffff'}",2.0,10.0
891973344afffff,"{'89197334427ffff', '891973344bbffff', '891973344a7ffff', '891973345dbffff', '89197334423ffff', '891973345cbffff', '891973345d3ffff', '89197334417ffff', '89197334407ffff', '89197334437ffff', '891973344afffff', '891973345c3ffff', '891973344a3ffff', '8919733636bffff', '89197334433ffff', '891973344b3ffff', '891973344abffff', '891973344b7ffff', '8919733443bffff'}",1.0,9.0
891973344c7ffff,"{'89197334453ffff', '891973344d3ffff', '8919733441bffff', '8919733448fffff', '89197334417ffff', '891973344c7ffff', '89197334483ffff', '891973344cfffff', '8919733440bffff', '89197334403ffff', '891973344dbffff', '8919733626fffff', '89197334413ffff', '89197334457ffff', '891973344c3ffff', '891973344d7ffff', '8919733449bffff', '891973344cbffff', '8919733448bffff'}",1.0,9.0
891973344cfffff,"{'89197334443ffff', '89197334453ffff', '891973344d3ffff', '8919733441bffff', '891973344c7ffff', '891973344cfffff', '8919733440bffff', '89197334403ffff', '89197334447ffff', '89197337137ffff', '891973344dbffff', '89197337127ffff', '8919733445bffff', '89197334413ffff', '89197334457ffff', '891973344c3ffff', '891973344d7ffff', '891973344cbffff', '8919733448bffff'}",1.0,5.0
89197334517ffff,"{'891973345bbffff', '891973345b3ffff', '8919733450bffff', '8919733450fffff', '89197334513ffff', '8919733458bffff', '891973345abffff', '89197334507ffff', '891973345c7ffff', '89197334503ffff', '891973345afffff', '8919733453bffff', '89197334517ffff', '89197334583ffff', '8919733451bffff', '89197334533ffff', '891973345a3ffff', '89197334587ffff', '8919733458fffff'}",2.0,19.0
89197334523ffff,"{'8919733450fffff', '89197334577ffff', '89197334527ffff', '8919733452fffff', '89197334193ffff', '89197336adbffff', '89197336a53ffff', '891973345abffff', '89197334567ffff', '89197334507ffff', '89197334537ffff', '89197336a5bffff', '891973345afffff', '89197336acbffff', '8919733453bffff', '89197334523ffff', '89197334533ffff', '8919733452bffff', '89197334197ffff'}",1.0,19.0
8919733452fffff,"{'8919733419bffff', '89197334577ffff', '89197334527ffff', '8919733452fffff', '89197336a4bffff', '89197334193ffff', '89197336a53ffff', '89197334567ffff', '89197334537ffff', '89197336a5bffff', '89197334523ffff', '89197336acbffff', '8919733453bffff', '89197334533ffff', '89197334187ffff', '8919733452bffff', '89197334183ffff', '89197336a43ffff', '89197334197ffff'}",2.0,20.0
89197334587ffff,"{'891973345bbffff', '89197336e43ffff', '89197334587ffff', '891973345b3ffff', '89197336e4fffff', '89197334513ffff', '8919733458bffff', '89197334593ffff', '891973345abffff', '89197336e5bffff', '89197334517ffff', '89197334583ffff', '8919733459bffff', '891973345b7ffff', '891973345a3ffff', '8919733632fffff', '89197336e4bffff', '89197334597ffff', '8919733458fffff'}",12.0,39.0
8919733458fffff,"{'891973345bbffff', '891973345b3ffff', '891973345d7ffff', '89197334513ffff', '8919733458bffff', '89197334593ffff', '891973345abffff', '891973345c7ffff', '89197334507ffff', '89197334503ffff', '89197334517ffff', '89197334583ffff', '8919733459bffff', '8919733451bffff', '891973345a3ffff', '89197334587ffff', '89197336e4bffff', '89197334597ffff', '8919733458fffff'}",1.0,24.0
89197334593ffff,"{'89197336327ffff', '891973345d7ffff', '8919733458bffff', '89197336377ffff', '89197334593ffff', '89197336363ffff', '8919733636fffff', '89197336e5bffff', '8919733632bffff', '89197336367ffff', '89197334583ffff', '8919733459bffff', '8919733633bffff', '8919733632fffff', '89197334587ffff', '89197336e4bffff', '89197334597ffff', '89197336323ffff', '8919733458fffff'}",3.0,42.0
89197334597ffff,"{'891973345bbffff', '89197336e43ffff', '89197336327ffff', '891973345b3ffff', '89197336e4fffff', '8919733458bffff', '89197334593ffff', '89197336e53ffff', '89197336e5bffff', '8919733632bffff', '89197336367ffff', '89197334583ffff', '8919733459bffff', '8919733632fffff', '89197334587ffff', '89197336e4bffff', '89197334597ffff', '89197336323ffff', '8919733458fffff'}",2.0,48.0
891973345abffff,"{'891973345bbffff', '891973345b3ffff', '8919733450fffff', '89197334513ffff', '89197336adbffff', '891973345abffff', '89197334507ffff', '89197334537ffff', '891973345afffff', '89197334503ffff', '89197334523ffff', '8919733453bffff', '89197334517ffff', '891973345b7ffff', '89197334533ffff', '891973345a7ffff', '891973345a3ffff', '89197334587ffff', '8919733458fffff'}",2.0,24.0
891973345b3ffff,"{'891973345bbffff', '89197336e43ffff', '891973345b3ffff', '89197336e4fffff', '89197336e7bffff', '891973345abffff', '89197336e5bffff', '891973345afffff', '89197334517ffff', '89197336e47ffff', '89197334583ffff', '891973345b7ffff', '891973345a7ffff', '891973345a3ffff', '89197334587ffff', '89197336e6bffff', '89197336e4bffff', '89197334597ffff', '8919733458fffff'}",2.0,49.0
891973345b7ffff,"{'891973345bbffff', '89197336e43ffff', '891973345b3ffff', '89197336e4fffff', '89197336ad3ffff', '89197336e7bffff', '89197336adbffff', '89197336e63ffff', '891973345abffff', '89197336e6fffff', '891973345afffff', '89197336e47ffff', '891973345b7ffff', '891973345a7ffff', '891973345a3ffff', '89197334587ffff', '89197336e6bffff', '89197336e4bffff', '89197336e73ffff'}",4.0,41.0
891973345cbffff,"{'89197334553ffff', '89197334427ffff', '891973344a7ffff', '891973345dbffff', '89197334423ffff', '891973345d3ffff', '891973345cbffff', '891973345d7ffff', '891973345cfffff', '89197334437ffff', '891973344afffff', '891973345c3ffff', '891973345c7ffff', '8919733455bffff', '89197334433ffff', '89197334543ffff', '89197334557ffff', '8919733451bffff', '8919733442fffff'}",1.0,8.0
891973345d3ffff,"{'8919733637bffff', '891973344a7ffff', '891973345dbffff', '891973345cbffff', '891973345d3ffff', '891973345d7ffff', '891973345cfffff', '89197334437ffff', '891973344afffff', '891973345c3ffff', '8919733458bffff', '891973344a3ffff', '8919733636fffff', '89197336363ffff', '891973345c7ffff', '8919733636bffff', '89197336367ffff', '8919733459bffff', '891973344b7ffff'}",1.0,4.0
89197334617ffff,"{'8919733460fffff', '8919733461bffff', '8919733460bffff', '8919733463bffff', '8919733468bffff', '891973346abffff', '89197334633ffff', '891973346c7ffff', '89197334687ffff', '891973346bbffff', '89197334603ffff', '89197334617ffff', '89197334613ffff', '891973346b3ffff', '89197334607ffff', '891973346afffff', '8919733468fffff', '89197334683ffff', '891973346a3ffff'}",1.0,4.0
89197334623ffff,"{'89197334627ffff', '8919733462bffff', '8919733460fffff', '8919733463bffff', '89197334297ffff', '891973346abffff', '89197334637ffff', '89197334667ffff', '8919733405bffff', '89197334633ffff', '89197334677ffff', '891973340dbffff', '8919733462fffff', '89197334053ffff', '89197334623ffff', '89197334607ffff', '89197334293ffff', '891973346afffff', '891973340cbffff'}",1.0,6.0
